Review ID,Username,Rating,Review Text,Date
e543dc02-b724-4cf8-a87d-b9a4e1ce5032,Pengguna Google,5,cepat membantu,2025-07-04 03:59:28
bdfc8bf7-a0f9-4012-ac17-5b38a3281927,Pengguna Google,5,alhamdulillah puas dokternya menjelaskan secara detail,2025-07-04 00:41:12
38b3275b-543c-43cb-ba69-b15685937604,Pengguna Google,5,oke juga,2025-07-03 23:27:17
07bc7c20-2434-4704-b24a-45c4e37de295,Pengguna Google,5,sangat membantu,2025-07-03 22:14:46
1f243a6d-2958-41c7-b42e-3169302c6d6b,Pengguna Google,1,"jaringan dibuat buka app lain aman tapi ke halodoc reload mulu, untung ngambul konsul yg 1jam kalo 30mnt mah abis direload reload doang",2025-07-03 20:32:19
a604e682-1b82-4b6b-9a9e-af5598791c3d,Pengguna Google,5,Halodoc aplikasi yang sangat bagus. Memudahkan kita untuk berkomsultasi dan dokter-dokternya juga friendly. 😘😘😘😘,2025-07-03 19:48:34
af4cfaa3-fc8c-49e8-b9c3-362c9a181b79,Pengguna Google,5,informatif sangat membantu,2025-07-03 18:47:49
d88794f2-68f1-432c-a415-b4fc5dbf2b70,Pengguna Google,5,sangat membantu,2025-07-03 17:32:05
57e535a7-b4e1-45b1-8081-5ffe7571858c,Pengguna Google,5,bagus dan sangat bermanfaat 👍🙏🙏,2025-07-03 16:55:39
4d6a8b51-69db-4432-952a-c969e43c0121,Pengguna Google,1,layanan yg tidak bisa di bantu pengiriman obat dan vitamin dari pelanggan,2025-07-03 15:34:09
8adb0558-7534-4fb5-835b-7bf1d008e877,Pengguna Google,1,"koneksi sangat buruk, chat terbaca dokternya sangat lama. Respon dokter lambat dan sangat singkat. Buang2 uang, sama aja tanya ke chat gpt. Konsultasi terburuk selama pakai halo doc.",2025-07-03 15:30:52
d0049c8e-c35e-49c4-9fb1-a650b2ab1e0c,Pengguna Google,4,bagus cepat,2025-07-03 14:06:23
c42480ee-4a3e-480a-9393-f11177a49fad,Pengguna Google,5,"gercep, terimakasi para dokter",2025-07-03 13:23:41
a2535498-089f-4c48-a70c-bf8746469228,Pengguna Google,5,terbaik dokter² nya .. selalu memberi penjelasan yg jelas dan mudah di mengerti,2025-07-03 11:42:05
17f46780-943c-40f2-a56b-4a70ceff8505,Pengguna Google,5,bagus banget,2025-07-03 09:54:28
7144a85e-8265-4ba3-aaa0-2841516097d9,Pengguna Google,5,sangat membantu,2025-07-03 09:26:30
0e16217d-a312-4c4f-8252-49af2b34b0da,Pengguna Google,5,sangat membantu,2025-07-03 08:17:11
efcdbede-af36-488d-b7d5-1c639371bf18,Pengguna Google,5,luar biasa sangat membantu,2025-07-03 07:47:45
cba40c4c-acc3-4d19-9a51-cbb7a5feb7e1,Pengguna Google,5,Terimakasih sudah menciptakan aplikasi halo dok,2025-07-03 01:19:23
93d3de80-aca6-4578-b219-812f0b713994,Pengguna Google,5,"sangat terbantu dengan kehadiran Halodoc, memberikan ruang bagi pasien yang takut berkunjung langsung karena alasan minder dan belum siap mental mengetahui hasil pemeriksaan, praktis, dan efisien secara biaya.",2025-07-02 21:41:13
4dd61039-b2fe-4257-b0e4-02ec2f802133,Pengguna Google,5,"sangat membantu, dokter nya pun ramah dapat dipahami",2025-07-02 21:00:41
edad8e68-8c37-4eeb-b0d4-a469668427c5,Pengguna Google,5,istimewa,2025-07-02 20:01:33
04b55018-c4e4-45a8-a85b-95e62e4558a7,Pengguna Google,4,"kmrn beli thermometer pake aplikasi ini pake jasa kirim grab biar instan tpi di aplikasinya sudah di selesaikan sedangkan barangnya ngga pernah smpe sudah di cari ngga ada, pas di chat ke cs halodoc cuma di kirimin foto pengiriman dri grabnya aja bukn foto barangnya trus di suruh cari lagi, saya yakin ini bukn salah halodoc tpi pengiriman grabnya yang ngga amanah tpi saran dan rekomendasi dri saya klo dri cs halodoknya bisa bantu masalahnya itu jadi jauh lebih baik",2025-07-02 19:44:55
86e334cb-3011-4a65-9b3c-33996bcac08f,Pengguna Google,5,sangat amattt membantuuuuu,2025-07-02 14:59:38
f1d704e6-58a4-4b9a-a3b2-5e53da030015,Pengguna Google,5,masih coba-coba tapi not bad baguss,2025-07-02 13:54:06
7a00d969-4318-4025-aae9-4273f3f0ae6d,Pengguna Google,5,sangat membantu. hemat waktu. hemat biaya,2025-07-02 10:24:41
bc2909c1-b6d8-4839-be47-6e5197e0340c,Pengguna Google,3,"baiknya ada penambahan metode pembayaran, spt virtual account",2025-07-02 10:03:02
f47bc1eb-e60f-4697-bbfb-d46bc199d954,Pengguna Google,5,Respon baik,2025-07-02 08:42:25
ef7a40f3-61c2-479e-bdfc-74810c3ff189,Pengguna Google,5,Sangat membantu,2025-07-02 06:40:08
8f63de03-63eb-4fc4-9a47-a0053580d7cc,Pengguna Google,5,sangat memuaskan,2025-07-02 02:15:04
4fe39007-cf97-4285-92fc-6278655afdce,Pengguna Google,5,ngabantu di situasi darurat,2025-07-02 00:45:25
742c3e6f-c619-48fd-ad30-08e0f012d584,Pengguna Google,4,ok,2025-07-01 22:02:10
2bc4e20b-299b-4c46-84bf-18548adb38be,Pengguna Google,5,good,2025-07-01 20:21:49
6212defb-e1f7-4995-b712-a936cbb7190e,Pengguna Google,5,konsultasi mudah dan tidak ribet,2025-07-01 20:19:37
1b110eaa-2f93-41b2-abba-d55cf10345b3,Pengguna Google,5,Cepat tanggap,2025-07-01 20:10:52
3b5e182f-54b2-43df-a1b5-3eb65eb73a34,Pengguna Google,5,sangat membantu,2025-07-01 19:37:51
0bba5b93-2bb7-4807-bb0d-ea5a2eb5aa62,Pengguna Google,4,sangat membantu,2025-07-01 19:28:36
1719c8a5-aa0f-4275-a30b-916959dee9fb,Pengguna Google,5,sangat membantu,2025-07-01 18:53:05
b69a9431-abf8-4c49-80c4-420b587b9ba2,Pengguna Google,5,"siapapun dokternya, terbaik bgt buat lagi sakit dan ga bisa kmna² karna lemes🥲",2025-07-01 18:39:11
0ff492a0-b5bb-48a5-bba2-c5d011bb6e23,Pengguna Google,5,sat set,2025-07-01 15:03:16
f07ee233-63d6-4d57-ae6a-2df9e84646b9,Pengguna Google,5,Good,2025-07-01 07:51:03
490e9936-391a-4fff-a81c-0e76fd26d941,Pengguna Google,5,mantaf,2025-06-30 20:23:24
aae4e17d-4c7e-4add-be0c-bf5ef0ed11cb,Pengguna Google,5,bagus,2025-06-30 18:45:59
6577b733-03c5-491f-b20c-5ab00674b739,Pengguna Google,5,"Aplikasi bagus, g usah capek2 antri ke rumah sakit",2025-06-30 18:13:42
b65fbf99-49e7-428a-9562-c04eb9db5691,Pengguna Google,5,Good Service for personal,2025-06-30 18:05:02
adc8d6c9-c8f3-4de9-96c9-1aea5ca022b1,Pengguna Google,5,sangat membantu,2025-06-30 15:18:46
5ccef7ba-9e24-4b2e-bce1-5918e6617ced,Pengguna Google,5,"sangat membantu sih, udah 3x pake ini dan sembuh",2025-06-30 14:27:55
d96d5d36-091a-41a9-846b-87475101bfda,Pengguna Google,5,Respon dokter cepat.,2025-06-30 13:51:28
3b2e7bca-cbd5-43ef-897a-6ed8191cd6fa,Pengguna Google,5,pelayanan cepat dan sangat membantu,2025-06-30 11:13:10
0a88686f-090b-463a-8b80-4ae309c5165f,Pengguna Google,5,"respon cepat, aplikasi juga mudah digunakan",2025-06-30 04:43:01
0f792438-3b36-4b98-8ea4-0de85a580971,Pengguna Google,5,bagus,2025-06-30 03:20:53
ce678cab-5c1c-4119-8ed8-222629cccd78,Pengguna Google,1,"saya sudah payment dan sudah tersambung oleh dokter hanya di baca saja chat saya sampai 10menit pun masih di room chat. tapi lama lama saya chat lagi langsung ceklis 1 padahal waktu sesi masih ada, gmna ni halodoc?",2025-06-29 23:48:37
1e68e218-0f73-4dc2-89b3-137becfb1186,Pengguna Google,5,past response dan solusi nya efektif.,2025-06-29 22:21:39
6f0a6f60-0864-4e33-bb4e-9e89608c2c7c,Pengguna Google,5,"obatnya lengkap, daripada kita beli offline di apotik pengiriman nya cepat",2025-06-29 21:24:18
c84339cc-dc89-4923-afd3-4108eecfd1fb,Pengguna Google,5,bguss bgttttt,2025-06-29 21:13:17
fc7a5605-3017-481a-8e8c-7a4f7355cefa,Pengguna Google,5,"alhamdulillah, membantu sekali untuk yang ga bisa keluar rumah.",2025-06-29 19:51:11
9c1004de-665a-450a-8f91-0f47001f9feb,Pengguna Google,5,"Terima kasih, penjelasan dari dokter sangat mudah dimengerti.",2025-06-29 19:45:41
f64acea0-2684-4857-8add-c9d4bc5a9913,Pengguna Google,5,sangat membantu,2025-06-29 17:54:45
0fb13854-89f6-444a-af23-dc8b5f38b665,Pengguna Google,5,sangat bermanfaat,2025-06-29 16:27:55
709c9924-7920-48aa-9367-16a8f2767c26,Pengguna Google,5,"sangat membantu, suka respon dokternya",2025-06-29 16:00:00
a9602ba1-daed-4e13-8438-2d56deb19a7d,Pengguna Google,5,ok,2025-06-29 15:32:14
7d597a97-3b60-423e-947a-ae332794619d,Pengguna Google,5,membantu banget aplikasi halodoc ini ❤️❤️❤️,2025-06-29 15:10:26
ff7a1452-d831-4a4e-9d0a-4ce1b0a8fe65,Pengguna Google,5,sangat bermanfaat,2025-06-29 13:41:27
4fe449a5-14d6-433b-921c-3296246ee77e,Pengguna Google,4,"sangat memudahkan sekali, dokternya juga ramah dan penjelasannya mudah di mengerti",2025-06-29 13:12:26
a84fa302-ace2-4a6c-9d04-70c38ad92adb,Pengguna Google,5,cukup membantu untuk kami yang kekurangan dokter spesialis di daerah .,2025-06-29 12:39:26
eef1878f-dfbf-40e2-a925-8e9eac02786a,Pengguna Google,5,makasih dokternya baik baik hehehe,2025-06-29 07:03:27
d13f555d-d73e-4f77-9393-6887b6f1a9ae,Pengguna Google,5,Dokter Nurul Pegalaman 7 tahun. Paten dan Terbaik,2025-06-28 23:23:44
f72c0b63-3ae5-4a22-bfd0-3283a5549a9e,Pengguna Google,5,cepat,2025-06-28 23:21:26
cc929d45-b7a1-4625-9590-d89f4f81f351,Pengguna Google,5,bagus,2025-06-28 21:16:51
c13b7451-9144-48ab-9e27-540df7c0e797,Pengguna Google,5,selalu tercepat,2025-06-28 20:27:49
265673d7-c4fd-4a17-a3c8-0ceeb66327e3,Pengguna Google,5,cepat respon,2025-06-28 18:57:01
600b17e4-a518-4664-a292-161cd54d96a2,Pengguna Google,5,baguussss,2025-06-28 18:49:19
7e42a2de-8a87-496e-957d-92fe27372057,Pengguna Google,5,good,2025-06-28 18:34:12
7e432bb4-cb3e-448e-a112-1be68f4e47b9,Pengguna Google,5,"bagus ,,tidak ribet dan sangat membantu",2025-06-28 18:25:28
db325202-126b-4e1c-9367-3d278301485f,Pengguna Google,5,mantul,2025-06-28 18:23:36
2986e23c-a1af-469c-ac3e-0836e2ccf797,Pengguna Google,5,Bagus membantu orang untuk berobat lewat rumah,2025-06-28 17:43:27
37d8acac-a648-4467-85a9-73db9786797b,Pengguna Google,5,sangat membantu saya ketika sedang sakit di hari libur dan faskes pertama tutup,2025-06-28 16:40:20
b3e7e246-9dc2-41d8-930e-b2d993bf72c5,Pengguna Google,5,terbaikkkkkk memudahkan 🥰,2025-06-28 15:24:09
2fa00ba5-f078-4c5d-ae89-f2f45e534140,Pengguna Google,5,"bagus, pelayanan jelas.",2025-06-28 15:05:27
3b0487af-545a-4f67-a20f-b7686e06afb9,Pengguna Google,5,"terimakasih dokter natalia spkk ,, ramah baik dan penjelasan detail dan jelas",2025-06-28 14:30:26
5c42b37b-c21e-4bb3-aa83-36f0fb83bd34,Pengguna Google,2,"Bisa²nya apes bnget lgi sakit duit lgi irit²nya sampe gajian,,gua bner² niat mau konsul ke halodoc katanya bagus bnget ehh malah ZONK astagfirullah😞 mau Konsul arahannya udh di ikuti pembayarannya udh berhasil di tf giliran mau chat tulisannya SIBUK di coba lgi trus gak bisa ujung² nya HANGUS.malah balik lgi ke awal unptuk pembayaran lgi astagfirullah mngkin aku kurang sedekah😊",2025-06-28 12:41:13
575cc60a-65ad-4cb5-987d-aa10b521ba14,Pengguna Google,5,respon sangat cepat dan ramah,2025-06-28 12:19:49
7917d501-d265-4f98-bd43-e93185e56a6a,Pengguna Google,5,bagus,2025-06-28 10:44:54
9bef77ee-d751-43d9-a28f-16edd675c64d,Pengguna Google,5,dokternya cepat respon sangat baik,2025-06-28 08:31:53
a4a447d6-a33f-4c88-872f-8495583450ad,Pengguna Google,5,sgt membantu,2025-06-28 05:12:53
5a25b15d-d6f5-4915-8b47-3a811d543248,Pengguna Google,5,terbaik,2025-06-28 02:33:23
69527e45-1de9-4712-9a97-ddd5c7555d1f,Pengguna Google,5,bagus,2025-06-27 22:44:17
350673a3-a72e-48a1-9cd5-1a6c2a2834ad,Pengguna Google,5,responya sangat cepat dan ramah ♥️,2025-06-27 21:48:43
23df325e-a973-42df-892f-01e4f5654b8a,Pengguna Google,5,ok,2025-06-27 21:08:20
41d8e403-4d75-4445-abf6-7be5c9b96a25,Pengguna Google,5,"sangat amat membantu, bagi yang belum sempat ke puskesmas, klinik dan rs. dokternya amat sangat berpangalaman dan responsif. dan obatnya bener bener lengkap",2025-06-27 19:09:37
18674c4e-e715-4dea-9d6d-9709ab79b044,Pengguna Google,5,"Terimakasih, pa Dr. Wendy B., Sp.PD Finasem Pelayanankonsultasi sangat baik dan ramah. saya merasa senang berkonsultasi dgn Bapak. salam dari kota Cirebon",2025-06-27 18:56:20
a3d4d9ff-360c-44ba-9965-ed4d1c595f83,Pengguna Google,5,dapat dokter yg ramah..dan konsultasinya membuahkan hasil yg diinginkan..terimakasih halodoc alternative efektif dan fleksibel,2025-06-27 18:11:14
4dbfad70-0dd5-419d-bd78-431fc5404a05,Pengguna Google,4,sangat membantu apabila dlm keadaan tidak dapat menemui dokter secara langsung,2025-06-27 17:26:21
92b9e440-d844-458e-bc22-ef70d2660794,Pengguna Google,5,Recommended,2025-06-27 16:24:14
e160e97c-ef19-4bdb-95e9-b21a73e3411d,Pengguna Google,5,bagus,2025-06-27 15:15:46
455c6a1e-dc3a-4059-89f7-49633ae90c1f,Pengguna Google,4,sangat bermanfaat dan pelayananya juga sangat baik,2025-06-27 14:49:03
1c828fa6-9122-43ae-ad6a-2251db4718fc,Pengguna Google,5,pengiriman cepat banget,2025-06-27 14:47:55
f34ecac5-c55c-4d42-be44-6cbdcbe6252b,Pengguna Google,5,terimakasih halodoc,2025-06-27 09:58:25
14563b75-6e8f-4041-afed-7eb2204c5d07,Pengguna Google,5,sangat membantu karena bisa konsultasi jarak jauh,2025-06-27 07:24:03
23e72049-a3a4-413e-a9f1-740269435f4e,Pengguna Google,5,respon dokternya cepat dan juga sangat membantu,2025-06-27 07:18:35
b3fb56b6-9185-4a02-b45d-1d0f03c1f65e,Pengguna Google,5,good,2025-06-27 07:18:13
e96388cf-843a-47d7-b62c-051fdb09e6fe,Pengguna Google,5,konsul belum selesai sudah otomatis selesai. harusnya yg bisa menyelesaikan dokternya jangan sistem,2025-06-26 22:45:42
502b1465-f60c-4107-95b7-1219c1d526e3,Pengguna Google,5,mantap,2025-06-26 21:22:15
a36cfad8-4622-42ca-938b-378310081efb,Pengguna Google,5,terimakasih byk Dr Handika sukses sll,2025-06-26 21:03:45
dff7c505-18a0-4556-bddb-a03f33acd027,Pengguna Google,5,mantap,2025-06-26 19:57:22
966013c3-7064-4af8-bb07-fc8dd9ea389c,Pengguna Google,5,Sangat membantu sekali jika membutuhkan konsultasi yg sangat mendesak dan yg minim waktu,2025-06-26 19:19:29
e8a42e93-e030-49c4-85a8-84371bd82cfe,Pengguna Google,5,terimakasih sudah menjadi alternatif pengobatan online,2025-06-26 17:13:53
e3f92f90-a62f-4244-9a4b-ea5baa4eb31b,Pengguna Google,4,"ok buat darurat, dan utk hrga cukup terjangkau",2025-06-26 17:02:37
626225a2-9b89-4754-8814-ce3c6c314b54,Pengguna Google,5,oke bgt,2025-06-26 15:53:17
3e419d6e-f29b-40f4-9bcf-974b2dac8ffc,Pengguna Google,5,ramah banget,2025-06-26 15:48:53
803db019-ad5e-4212-87fa-dce8ddffec54,Pengguna Google,5,mantap,2025-06-26 15:48:22
5f45a53f-d5e6-4dc5-8707-d5a110e2b174,Pengguna Google,5,"br pertama pakai app halodoc ternyata menyenangkan, lebih efisien waktu dan dokter nya ramah mudah dimengerti jg",2025-06-26 15:09:50
ef057f60-810a-463a-ad7f-f7516298d939,Pengguna Google,5,sangat membantu,2025-06-26 14:36:37
0161fce1-4c0f-48ce-8ec7-0b465ec4491e,Pengguna Google,1,"bisa di laporin ke OJK gak ni?chat dokter,tp dokternya sibuk saya cancel katanya saldo akan di refund dlm beberapa menit,eh udh hampir 24 jam g masuk2,email cs nya,muter aj jawabnya..kayanya emg perlu ini dilaporkan ke OJK,",2025-06-26 12:49:02
39e50721-66de-400c-998b-c409d91ff60e,Pengguna Google,5,nice apps,2025-06-26 12:42:36
8b3645b0-d400-411c-814e-a9a215f8ffa9,Pengguna Google,2,"dari pagi kurang lebih jam 08.20 sampai dengan 12.41 obat g sampe2, dihubungi susah di kontak kurirnya susah juga, g jelas!",2025-06-26 12:42:29
b1bdbcd3-d38d-4db1-916b-a89f9fcb8adc,Pengguna Google,5,dokternya baik dan ramah,2025-06-26 11:55:46
b724909a-1aa1-4143-87f8-428d14fd4753,Pengguna Google,5,jelas dan cepat',2025-06-26 07:38:32
e658080c-1871-4e6b-9c9a-1b94eae8d2ac,Pengguna Google,5,"baik dokternyaa, manjurr resepnya",2025-06-26 00:59:47
3592024b-a158-47e6-87ba-3f89175afa34,Pengguna Google,5,sangat membantu,2025-06-26 00:12:23
da2cd77b-77d9-4c2d-b73f-6037e58ac122,Pengguna Google,5,sangat mudah dipahami,2025-06-25 22:11:52
798d664c-9073-4808-a324-3780e0c9d570,Pengguna Google,5,"DOKTER TAUFIK HIDAYAT , SPJP . (maaf gelarnya panjang aku kurang hafal) biasanya selalu kurang puas kalau konsul dengan 1 dokter aja , aplg ini menyangkut jantung .. tapi kali ini puas bgt , beliau detail kasih penjelasan dan sarannya . at least aku yang memang dasarnya penderita Anxiety jadi lebih tenang dan tau apa yang harus aku lakukan setelah konsultasi dengan beliau . Terima kasih dok , Sehat terus ya 🫶",2025-06-25 19:08:29
95d2d26b-af79-44b7-812f-6ae60b3ad803,Pengguna Google,4,siip,2025-06-25 18:17:12
31de8df4-c0a4-4aae-b7a1-65778144b10a,Pengguna Google,5,baik sekali,2025-06-25 10:33:24
33f8a6f0-d111-4702-980e-5ded5a049b04,Pengguna Google,5,bagus dan bermanfaat,2025-06-25 08:50:34
b82f3f44-0104-46ce-972d-6338d790825d,Pengguna Google,5,semoga kedepannya dokter2 bisa cepat responnya,2025-06-25 07:49:34
8ddb52cd-2c1d-43d7-9c7a-ed5c390c534c,Pengguna Google,5,oke bgt,2025-06-24 20:25:14
167ba545-0104-409b-b112-364154d6e021,Pengguna Google,5,bagus,2025-06-24 15:17:24
71b28dde-5517-4d9e-8fe1-5da2cf5c1ecc,Pengguna Google,5,memudahkan dan oke pisan..,2025-06-24 15:17:15
f346b178-f471-4f84-94f3-b67316550246,Pengguna Google,5,sangat membantu untuk terhubung dengan dokter spesialis kapanpun dan dimanapun,2025-06-24 14:35:19
c3334c82-14bc-4e73-8184-0ea047e760ee,Pengguna Google,5,"Alhamdulillah, lebih mudah berkonsultasi dengan dokter langsung",2025-06-24 14:08:07
4c554be3-a289-4afe-b458-076b08ba3696,Pengguna Google,5,Sangat membanntu untuk penanganan awal,2025-06-24 12:55:17
9c8f5ba1-291f-47aa-a00c-f28fdab2178e,Pengguna Google,5,respon dokternya cepet,2025-06-24 11:56:44
c3c89867-0574-4336-919f-9b1668f579ad,Pengguna Google,5,dokternya baik sekali,2025-06-24 11:19:35
1d65e672-0a60-4ab6-b684-5d3019807f3e,Pengguna Google,5,good,2025-06-24 09:49:55
2ab74ffa-c7cc-4541-aeb7-318b4c9d4706,Pengguna Google,5,"mempermudah Konsul ke dokter tanpa harus keluar, dan cepat dapat obat, cocok untuk anak kosan yg jauh kemana2 dan tinggal sendiri",2025-06-24 00:45:37
8549e1e4-eba2-4c7f-98f6-b4983d5e4cab,Pengguna Google,5,sangat membantu,2025-06-24 00:01:50
ec6ec06d-e282-4a2b-aba1-4bba88c8a99b,Pengguna Google,5,joss gandos,2025-06-23 20:25:02
640c8dfb-46e0-4c0e-865b-d62e89ac77a3,Pengguna Google,5,sangat mmbantu dokter2nya mnjawab dg jelas,2025-06-23 19:41:43
2f3e8439-8857-433c-928e-a6281703e583,Pengguna Google,5,ok,2025-06-23 19:15:10
934222ec-f03d-4f85-82ba-f61938c63547,Pengguna Google,4,"waktuhya kurang lama, jadi harus biaya lagi",2025-06-23 11:43:05
4ee39a15-c3ee-485d-8554-2005d7520ad2,Pengguna Google,5,dokternya baik dan cukup puas konsultasinya,2025-06-23 11:30:18
7feffea0-313e-4a9b-b28e-6045a446e994,Pengguna Google,5,sangat membantu❤️👍,2025-06-23 10:29:30
b0c2e6a1-bd57-4f59-9507-2d9dbc9f7f68,Pengguna Google,5,Solusi cepat bila membutuhkan konsultasi dokter segera.praktis dan bisa dilakukan dmn saja.sangat membantu 👍,2025-06-23 09:15:11
7ad34d4f-dd75-4fab-9610-cea72c1958f5,Pengguna Google,5,dokter sangat ramah n baik,2025-06-23 08:34:38
f61f9877-d95f-47c8-b1d6-ab9431e3aaac,Pengguna Google,5,Baru selesai konsultasi dg dr spesialis mata dr cokodra istri wini spm . karena pembuluh darah mata pecah. beliau profesional dan spesialis yg mengerti keluhan mata saya. respon nya juga cepat dan sangat bagus. terimakasih dok ... terimakasih halo doc,2025-06-23 08:26:44
872cb69d-394a-49b2-ba3d-7c4788e4f6ee,Pengguna Google,5,bagusss,2025-06-23 06:06:10
0eb60c75-1256-4400-8b4a-f6c1997d3ce4,Pengguna Google,5,"baik se x, pelayanan nya",2025-06-22 21:04:21
d37a1f5c-5a62-4700-af34-e013a0432220,Pengguna Google,5,"sangat membantuu, terimakasih",2025-06-22 21:00:09
7c85a086-c2a4-4880-9f58-3564418d53a2,Pengguna Google,5,baguss dokternya ramah,2025-06-22 18:51:25
1c38a290-357d-4a0e-b1b6-e99b1bbf6ad3,Pengguna Google,5,mudah dan cepat,2025-06-22 17:30:21
